K-65 residues
Pressure volume diagram
Press–Schechter formalism
Primakoff effect
Primary field
Primary flow element
Primitive cell
Primitive equations
Primon gas
Primordial black hole
Primordial isocurvature baryon model
Primordial nuclide
Primum Mobile
Princeton Plasma Physics Laboratory
Princeton ocean model
Principal axis (mechanics)
Principal quantum number
Principle of Calorimetry
Principle of corresponding states
Principle of inertia (physics)
Principle of least action
Principle of locality
Principle of material objectivity
Principle of maximum entropy
Principle of maximum work
Principle of minimum energy
Principle of relativity
Principles of Quantum Mechanics
Prism (optics)
Prism compressor
Probability amplitude
Probability current
Probing Lensing Anomalies Network
Proca action
Proceedings of SPIE
Proceedings of the Physical Society
Proceedings of the USSR Academy of Sciences
Process function
Prodicus
Prof. Eleftheriades
Professor Eleftheriades
Profile histogram
Progress In Electromagnetic Research
Progress In Electromagnetic Research.
Progress In Electromagnetics Research
Progress In Electromagnetics Research.
Progress in Electromagnetics Research
Progress in Materials Science
Progress in Optics
Progress in Physics
Progress of Theoretical Physics
Progress of Theoretical Physics Supplement
Project Mohole
Project Tuva
Projectile motion
Projection method (fluid dynamics)
Projective superspace
Prompt critical
Prompt gamma neutron activation analysis
Prompt neutron
Prony equation
Propagation constant
Propagation delay
Propagator
Propellant mass fraction
Proper acceleration
Proper frame
Proper length
Proper motion
Proper orbital elements
Proper time
Proper velocity
Proportional counter
Propulsion
Propulsive efficiency
Prosper-René Blondlot
Protogalaxy
Proton
Proton-to-electron mass ratio
Proton Synchrotron
Proton Synchrotron Booster
Proton decay
Proton emission
Proton spin crisis
Protonium
Proton–gyromagnetic ratio
Proton–proton chain reaction
Protoplanetary nebula
Protostar
Proximity effect (atomic physics)
Proximity effect (audio)
Przybylski's Star
Pseudo-Anosov map
Pseudo-Euclidean space
Pseudo-Goldstone boson
Pseudo-Riemannian manifold
Pseudo Stirling cycle
Pseudogap
Pseudophakic photic phenomena
Pseudopotential
Pseudorapidity
Pseudoscalar
Pseudoscalar meson
Pseudotensor
Pseudovector
Pseudovector meson
Psi meson
Psychic determinism
Psychoacoustics
Psychrometrics
Ptychography
Pucadyil Ittoop John
Pulsar
Pulsar kicks
Pulsatile flow
Pulse (physics)
Pulse forming network
Pulse height analyzer
Pulsed EPR
Pulsed field gradient
Pulsed laser deposition
Pulsed power
Pulsometer steam pump
Pump
Pumplinx
Purcell effect
Purdue University Reactor Number One
Pure bending
Pure gauge
Pure shear
Pure spinor
Pure state
Purity (gas)
Purity (quantum mechanics)
Pwpaw
Pyotr Kapitsa
Pyotr Lebedev
Pyotr Valentinovich Trusov
Pyranometer
Pyrgeometer
Pyroelectric crystal
Pyroelectric fusion
Pyroelectricity
Pyrometer
Pyrometry
Pythagoras
Pythagorean hammers
Pål Brekke
Péclet number
P–n junction
OECC
OPAL detector
OPERA experiment
OSA Fellow
OSO 3
OSO 7
OVRO 40 meter Telescope
OZI Rule
Oak Ridge National Laboratory
Oberth effect
Objective (optics)
Oblique correction
Oblique shock
Oblique wing
Observable
Observable universe
Observational cosmology
Observer (physics)
Observer (special relativity)
Observer effect (physics)
Ocean gyre
Ocean thermal energy conversion
Oceanography
Ocellus Lucanus
Octavio Novaro
Odd molecule
Odd sympathy
Oersted
Oersted Medal
Ofer Biham
Ofer Lahav
Off-axis optical system
Oganesson
Ogden Rood
Ohm
Ohm's law
Ohmic contact
Ohnesorge number
Oil drop experiment
Okorokov effect
Ola Hunderi
Olaf Dreyer
Olami–Feder–Christensen model
Olav Holt
Olbers' paradox
Old quantum theory
Oldroyd-B model
Ole Jacob Broch
Oleg D. Jefimenko
Oleg Firsov
Oleg Losev
Oleg Sushkov
Olexander Smakula
Olga Kennard
Olinto De Pretto
Oliver E. Buckley Condensed Matter Prize
Oliver Heaviside
Oliver Lodge
Olli Lounasmaa
Olympia Academy
Omega baryon
Omega meson
On-Line Isotope Mass Separator
On Physical Lines of Force
On shell and off shell
On the Shoulders of Giants (book)
On the movement of small particles suspended in a stationary liquid demanded by the molecular-kinetic theory of heat
One-electron universe
One-loop Feynman diagram
One-way speed of light
Onium
Online refuelling
Onsager reciprocal relations
Onset of deconfinement
Oops-Leon
Oort constants
Opacity (optics)
Opalescence
Open-pool Australian lightwater reactor
OpenFOAM
OpenScientist
Open Source Physics
Open quantum system
Open shell
Operator (physics)
Operator product expansion
Oppenheimer–Phillips process
Optic crystals
Optical Fiber Technology
Optical Gravitational Lensing Experiment
Optical Physics
Optical Review
Optical Society
Optical Society of Japan
Optical aberration
Optical amplifier
Optical autocorrelation
Optical axis
Optical black hole
Optical brightener
Optical cavity
Optical chopper
Optical circulator
Optical coating
Optical coherence tomography
Optical communication
Optical conductivity
Optical contact bonding
Optical depth
Optical downconverter
Optical equivalence theorem
Optical feedback
Optical field
Optical flat
Optical force
Optical format
Optical lattice
Optical lens design
Optical levitation
Optical medium
Optical metamaterial
Optical microsphere
Optical modulator
Optical modulators using semiconductor nano-structures
Optical neural network
Optical parametric amplifier
Optical parametric oscillator
Optical path
Optical path length
Optical phenomenon
Optical phonon
Optical physics
Optical power
Optical properties of carbon nanotubes
Optical pulsar
Optical pumping
Optical reader
Optical rectification
Optical ring resonators
Optical rotatory dispersion
Optical scalars
Optical science
Optical sciences
Optical sectioning
Optical sine theorem
Optical superresolution
Optical switch
Optical telescope
Optical theorem
Optical train
Optical transition radiation
Optical tweezers
Optical window
Optically stimulated luminescence
Opticks
Optics
Optics & Photonics News
Optics (physics)
Optics Classification and Indexing Scheme
Optics Communications
Optics Express
Optics Letters
Optics and Photonics News
Optics and Spectroscopy
Opticution
Optik (journal)
Optoelectric nuclear battery
Optoelectronics
Optofluidics
Optomechanics
Orb (optics)
Orbit
Orbit (dynamics)
Orbit equation
Orbit phasing
Orbital angular momentum multiplexing
Orbital angular momentum of light
Orbital decay
Orbital eccentricity
Orbital elements
Orbital inclination
Orbital integral
Orbital mechanics
Orbital motion
Orbital motion (quantum)
Orbital node
Orbital period
Orbital plane (astronomy)
Orbital state vectors
Orbiting body
Orbitrap
Ordal Demokan
Order and disorder (physics)
Order operator
Ordered exponential
Orders of magnitude (charge)
Orders of magnitude (density)
Orders of magnitude (energy)
Orders of magnitude (entropy)
Orders of magnitude (force)
Orders of magnitude (length)
Orders of magnitude (luminous flux)
Orders of magnitude (magnetic field)
Orders of magnitude (mass)
Orders of magnitude (power)
Orders of magnitude (pressure)
Orders of magnitude (radiation)
Orders of magnitude (resistance)
Orders of magnitude (specific energy density)
Orders of magnitude (specific heat capacity)
Orders of magnitude (temperature)
Orders of magnitude (voltage)
Orest Khvolson
Oreste Piccioni
Orfeu Bertolami
Organic field-effect transistor
Organic nonlinear optical materials
Organic photorefractive materials
Organic superconductor
Orientifold
Orifice plate
Origin of avian flight
Ornstein–Zernike equation
Orr–Sommerfeld equation
Orso Mario Corbino
OrthoCAD Network Research Cell
Orthobaric density
Orthometric height
Orthomode transducer
Orthorhombic crystal system
Orthovoltage X-rays
Osborne Reynolds
Oscar Lanford
Oscar Sala
Oscar W. Greenberg
Oscillation
Oscillator linewidth
Oscillator phase noise
Oscillatory universe
Oscillon
Osculating orbit
Oseen's approximation
Oseen equations
Oskar Heil
Oskar Klein
Oskar Klein Memorial Lecture
Oskar Ritter
Osmosis
Osoaviakhim-1
Ostro
Ostwald ripening
Ostwald–Freundlich equation
Otoacoustic emission
Ottaviano-Fabrizio Mossotti
Otto Chr. Bastiansen
Otto Hahn
Otto Haxel
Otto Klemperer (physicist)
Otto Kratky
Otto Laporte
Otto Laporte Award
Otto Lehmann (physicist)
Otto Lummer
Otto Robert Frisch
Otto Scherzer
Otto Schmitt
Otto Stern
Otto Wiener (physicist)
Otto cycle
Otto von Guericke
Otto Øgrim
Our Mr. Sun
Outdoor–indoor transmission class
Outflow channels
Outhouse (unit)
Outline of applied physics
Outline of astronomy
Outline of geophysics
Outline of physical science
Outline of physics
Ouzo effect
Over/under cable coiling
Overflow (software)
Overlap matrix
Overtone
Owen Chamberlain
Owen Willans Richardson
Oxford Calculators
Oxford Electric Bell
Oxide thin-film transistor
Oxsensis
Oxygen-burning process
Oxygen permeability
Oyo Buturi
Øyvind Grøn
Ozsváth–Schücking metric
N-Reactor
N-body choreography
N-body problem
N-body simulation
N-type semiconductor
N-vector model
N.V.V.J. Swamy
N=2 superstring
NA35 experiment
NA48/1 experiment
NA48/2 experiment
NA48/3 experiment
NA48 experiment
NA49 experiment
NA58 experiment
NA60 experiment
NA61
NA61/SHINE
NA62 experiment
NACA airfoil
NACA cowling
NACA duct
NAMD
NASA/IPAC Extragalactic Database
NASA Advanced Space Transportation Program
NASA STI Program
NDDO
NESTOR Project
NEVOD
NIMs
NINA (accelerator)
NIST-F1
NMSSM
NNPDF
NOON state
NOνA
NRX
NS5-brane
NUR Reactor
N ray
Nabor Carrillo Flores
Nader Engheta
Nahum Shahaf
Nai-Chang Yeh
Naked singularity
Nambu mechanics
Nambu–Goto action
Nambu–Jona-Lasinio model
Nandor Balazs
Nano-PSI
Nano-optics
Nano-thermite
Nano spray dryer
Nanocellulose
Nanochannel glass materials
Nanocircuitry
Nanoelectromechanical system
Nanoelectronics
Nanoengineering
Nanofluidics
Nanoindenter
Nanoknife
Nanolaser
Nanolens
Nanomagnet
Nanoparticle
Nanophotonics
Nanoscopic scale
Nanoshell
Nanotechnology
Nanotribology
Narasimhaiengar Mukunda
Naresh Dadhich (physicist)
Naresh Dalal
Narinder Singh Kapany
Narrow-gap semiconductor
Narrow bipolar pulse
Natalia Dubrovinskaia
Nathan Aviezer
Nathan Isgur
Nathan Rosen
Nathan Seiberg
National Atomic Testing Museum
National Center for Earth-surface Dynamics
National Centre for Physics
National Compact Stellarator Experiment
National High Magnetic Field Laboratory
National Ignition Facility
National Museum of Nuclear Science & History
National Research Universal reactor
National Spherical Torus Experiment
National Synchrotron Light Source
National Synchrotron Light Source II
National Synchrotron Radiation Research Center
Natterer compressor
Natural Bridges National Monument Solar Power System
Natural abundance
Natural circulation
Natural material
Natural nuclear fission reactor
Natural philosophy
Natural remanent magnetisation
Natural remanent magnetization
Natural ventilation
Naturalness (physics)
Nature
Nature Communications
Nature Materials
Nature Nanotechnology
Nature Photonics
Nature Physics
Navarro–Frenk–White profile
Navier–Stokes equations
Navier–Stokes existence and smoothness
Navigation mesh
Nazir Ahmed (physicist)
Naïve physics
Nd:GdVO4
Nd:YAG laser
Nd:YCOB
Neal Francis Lane
Neal H. Williams
Near-extremal black hole
Near-surface geophysics
Near and far field
Near edge X-ray absorption fine structure
Nearly free electron model
Negative differential conductivity
Negative index material
Negative index metamaterial
Negative index metamaterials
Negative index of refraction
Negative luminescence
Negative mass
Negative phase-velocity
Negative phase velocity
Negative phase velocity medium
Negative phase velocity mediums
Negative phasevelocity
Negative phase–velocity medium
Negative phase–velocity mediums
Negative probability
Negative refraction
Negative refractive index
Negative refractive index material
Negative refractive indices
Negative resistance
Negative temperature
Negative thermal expansion
Negativity (quantum mechanics)
Negentropy
Neil F. Johnson
Neil Gershenfeld
Neil J. Gunther
Neil Turok
Neil deGrasse Tyson
Nekhoroshev estimates
Nematicon
Neo-Hookean solid
Neodymium-doped yttrium lithium fluoride
Neodymium-doped yttrium orthovanadate
Neodymium magnet
Neon-burning process
Neon lighting
Nernst effect
Nernst–Planck equation
Net force
Net generation
Net radiometer
Network analysis (electrical circuits)
Network automaton
Network synthesis filters
Neumann's law
Neuronal noise
Neutral beam injection
Neutral buoyancy
Neutral current
Neutral density filter
Neutral heavy lepton
Neutral particle
Neutral particle oscillation
Neutralino
Neutretto
Neutrino
Neutrino Array Radio Calibration
Neutrino Ettore Majorana Observatory
Neutrino Factory
Neutrino astronomy
Neutrino decoupling
Neutrino detector
Neutrino mixing matrix
Neutrino oscillation
Neutrino telescope
Neutrino theory of light
Neutrium
Neutron
Neutron-induced swelling
Neutron Science Laboratory
Neutron Time Of Flight
Neutron absorption
Neutron activation
Neutron activation analysis
Neutron backscattering
Neutron bomb
Neutron capture
Neutron capture nucleosynthesis
Neutron cross section
Neutron detection
Neutron diffraction
Neutron economy
Neutron emission
Neutron flux
Neutron generator
Neutron interferometer
Neutron magnetic moment
Neutron moderator
Neutron monitor
Neutron number
Neutron poison
Neutron probe
Neutron radiation
Neutron reflectometry
Neutron reflector
Neutron research facility
Neutron scattering
Neutron source
Neutron spin echo
Neutron star
Neutron supermirror
Neutron temperature
Neutron time-of-flight scattering
Neutron transport
Neutronium
Nevill Francis Mott
Neville Robinson
Nevis Laboratories
New Journal of Physics
Newman–Penrose formalism
Newton's cannonball
Newton's cradle
Newton's law of universal gravitation
Newton's laws of motion
Newton's notation
Newton's rings
Newton's theorem of revolving orbits
Newton second
Newton (unit)
Newton disc
Newton metre
Newtonian fluid
Newtonian gauge
Newtonian limit
Newtonian motivations for general relativity
Newton–Cartan theory
Newton–Euler equations
Newton–Wigner localization
Next Generation Nuclear Plant
